algorithm,nodes,arcs,time(s),memPeak(MB),memAvg(MB),CO2eq(kg),CO2eRate (kg/s),cpuEnergy(kW),ramEnergy(kW),totEnergy(kW),cpuCount
HPF-L-F,15058302,205053332,13.453,11111.91,8497.58,1.5e-05,2.164029136494069e-07,0.0026844976014852,0.0036378955807061,0.0063223931821914,8
HPF-L-F,15058302,205053332,13.641,11111.91,8509.71,1.5e-05,2.1947834515600802e-07,0.0027735262904859,0.0036368196177802,0.0064103459082661,8
HPF-L-L,1984082,24853004,1.006,1366.06,1013.09,2e-06,2.239803788740238e-07,0.0003217867124291,0.0004028151127981,0.0007246018252273,8
HPF-L-L,15058302,205053332,10.067,11111.91,8357.02,1.5e-05,2.207103692364586e-07,0.0026644058973563,0.0034489747691342,0.0061133806664905,8
HPF-L-L,8416346,113057910,5.509,6140.27,4617.43,8e-06,2.2228248061418849e-07,0.0014919954108175,0.0019002586406155,0.0033922540514331,8
HPF-L-L,15058302,205053332,11.62,11111.89,8424.59,1.5e-05,2.214705714579023e-07,0.0027548015174505,0.0035380323439051,0.0062928338613557,8
HPF-L-L,15058302,205053332,10.197,11111.85,8359.19,1.5e-05,2.242279718586159e-07,0.0027863778132671,0.0034796247137845,0.0062660025270517,8
HPF-H-F,5062502,30386370,9.248,1991.04,1745.11,4e-06,2.317670700819533e-07,0.0007591845904027,0.0008813854787394,0.0016405700691421,8
HPF-H-F,5062502,131636370,68.87,6626.01,6001.37,2.2e-05,2.2104642958246922e-07,0.0040093897125092,0.0051719656952823,0.0091813554077915,8
HPF-H-F,5062502,30386370,16.286,1991.04,1816.96,5e-06,2.151625483342996e-07,0.0009120379015741,0.0012528369641103,0.0021648748656845,8
HPF-H-F,5062502,131636370,49.433,6625.92,5850.24,1.7e-05,2.143905742394014e-07,0.0029831650343078,0.004133147780456,0.0071163128147639,8
HPF-H-L,5062502,30386370,8.731,1990.95,1737.37,4e-06,2.1887347390286785e-07,0.0006398337399221,0.0008443232416405,0.0014841569815626,8
HPF-H-L,5062502,131636370,62.782,6625.91,5965.09,2e-05,2.135623801670781e-07,0.0034540100001502,0.0048300144592768,0.008284024459427,8
HPF-H-L,5062502,30386370,15.803,1990.95,1814.9,5e-06,2.1171658028983842e-07,0.000855736595422,0.001221949699674,0.002077686295096,8
HPF-H-L,5062502,131636370,46.467,6625.96,5823.4,1.6e-05,2.1119401146962709e-07,0.0027603796633019,0.0039655134909132,0.0067258931542151,8
HPF-L-F,5062502,30386370,8.785,1990.95,1739.12,3e-06,2.125714831214526e-07,0.0005970496795838,0.0008442517572193,0.0014413014368031,8
HPF-L-F,5062502,131636370,85.637,6626.0,6097.75,2.4e-05,2.116795895926725e-07,0.0042250863714552,0.0060359234120177,0.010261009783473,8
HPF-L-F,5062502,30386370,12.874,1990.95,1791.27,4e-06,2.0850032844725165e-07,0.000718113868935,0.0010646877946442,0.0017828016635793,8
HPF-L-F,5062502,131636370,59.468,6626.03,5945.26,1.9e-05,2.0920233250594205e-07,0.0031563294192281,0.0046410065775818,0.00779733599681,8
HPF-L-L,5062502,30386370,7.388,1991.02,1714.68,3e-06,2.109056412647809e-07,0.0005350896783491,0.0007712540493411,0.0013063437276903,8
HPF-L-L,5062502,131636370,65.358,6625.96,5986.89,2e-05,2.0852048452425122e-07,0.003339578150827,0.0049502928424953,0.0082898709933223,8
HPF-L-L,5062502,30386370,9.874,1991.07,1753.04,4e-06,2.087346644731451e-07,0.0006134188557346,0.0009069199787303,0.001520338834465,8
HPF-L-L,5062502,131636370,49.195,6625.96,5852.36,1.8e-05,2.2821499928379162e-07,0.0034250299316884,0.0041127193836942,0.0075377493153826,8
