implementation,nodes,arcs,time(s),memPeak(MB),memAvg(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),ramEnergy(kW),totEnergy(kW),cpuCount
MBK,86,234,1.1456e-05,84.5,84.5,4.39986157241522e-07,4.291351652565703e-06,1.2092217803001404e-06,8.184014344711465e-08,1.291061923747255e-06,8
MBK2,86,234,1.6878e-05,84.5938,84.5938,4.383699204098879e-07,4.291485006534998e-06,1.2047717968622845e-06,8.15475644230901e-08,1.2863193612853744e-06,8
BK,86,230,1.2492e-05,84.5898,84.5898,4.396783320194655e-07,4.291293096778228e-06,1.2083773811658223e-06,8.178128365652052e-08,1.290158664822343e-06,8
MBK,86,230,1.1063e-05,84.7188,84.7188,4.404202907416792e-07,4.2914146160541845e-06,1.2104039390881855e-06,8.193187299089766e-08,1.2923358120790834e-06,8
MBK2,86,230,1.4666e-05,84.5742,84.5742,4.396636478403918e-07,4.291349496048708e-06,1.2083407905366683e-06,8.177478614716924e-08,1.2901155766838378e-06,8
BK,86,216,1.3477e-05,84.5781,84.5781,4.40028516481177e-07,4.291335700629574e-06,1.2093315521876018e-06,8.185466729154695e-08,1.2911862194791489e-06,8
MBK,86,216,1.9682e-05,84.582,84.582,4.397170376764052e-07,4.291391259011928e-06,1.2084674504068164e-06,8.180478935211493e-08,1.2902722397589313e-06,8
MBK2,86,216,1.5761e-05,84.7148,84.7148,4.399511452525077e-07,4.2916089463997375e-06,1.209103564421336e-06,8.1855622807628e-08,1.290959187228964e-06,8
BK,86,204,1.275e-05,84.7188,84.7188,4.3984647852258533e-07,4.291526149625232e-06,1.208824912707011e-06,8.182714842841202e-08,1.290652061135423e-06,8
MBK,86,204,7.708e-06,84.5859,84.5859,4.400460270349784e-07,4.288574820857531e-06,1.2094469534026252e-06,8.179064771411505e-08,1.2912376011167404e-06,8
MBK2,86,204,1.1871e-05,84.582,84.582,4.397989380201346e-07,4.291371765876089e-06,1.20868980884552e-06,8.18227530544391e-08,1.290512561899959e-06,8
BK,86,216,1.517e-05,84.457,84.457,4.396638841855313e-07,4.291431695328999e-06,1.2083239025539822e-06,8.179236764306097e-08,1.2901162701970432e-06,8
MBK,86,216,1.259e-05,84.582,84.582,4.398402198666914e-07,4.291485050590265e-06,1.2088052100605436e-06,8.182848615092553e-08,1.2906336962114692e-06,8
MBK2,86,216,1.4947e-05,84.582,84.582,4.39192139224005e-07,4.291610977498989e-06,1.2070122692320082e-06,8.171974842089945e-08,1.2887320176529076e-06,8
BK,86,188,1.0887e-05,84.707,84.707,4.396797527286246e-07,4.291516675017874e-06,1.2083689371744793e-06,8.179389646879069e-08,1.29016283364327e-06,8
MBK,86,188,8.158e-06,84.5391,84.5391,4.39101777993269e-07,4.291517852161294e-06,1.2067786521381802e-06,8.168821639022404e-08,1.2884668685284045e-06,8
MBK2,86,188,1.0696e-05,84.707,84.707,4.397468740034482e-07,4.291572601377818e-06,1.208549075656467e-06,8.181071355181758e-08,1.2903597892082849e-06,8
BK,86,198,1.3353e-05,84.5391,84.5391,4.398041667278465e-07,4.29136288515314e-06,1.2087179554833307e-06,8.180994913895271e-08,1.2905279046222835e-06,8
MBK,86,198,1.224e-05,84.7109,84.7109,4.39476268602343e-07,4.291547900911909e-06,1.2078031897544865e-06,8.176255554133149e-08,1.2895657452958178e-06,8
MBK2,86,198,2.2587e-05,84.5938,84.5938,4.392027799388277e-07,4.291435013368397e-06,1.2070601185162865e-06,8.170312244108876e-08,1.288763240957375e-06,8
BK,86,230,1.2001e-05,84.707,84.707,4.399095144890659e-07,4.291512254496615e-06,1.2090022365252177e-06,8.183479255706063e-08,1.2908370290822782e-06,8
MBK,86,230,1.9603e-05,84.4688,84.4688,4.399277452799336e-07,4.291390666291311e-06,1.2090444564819337e-06,8.18460676468173e-08,1.290890524128751e-06,8
MBK2,86,230,1.3336e-05,84.457,84.457,4.395297123635376e-07,4.291550226238412e-06,1.2079523669348825e-06,8.17701996699801e-08,1.2897225666048624e-06,8
BK,86,180,1.1046e-05,84.5234,84.5234,4.39787717644112e-07,4.291461954269397e-06,1.2086616622077094e-06,8.181797547403373e-08,1.2904796376817433e-06,8
MBK,86,180,8.016e-06,84.582,84.582,4.391323130335226e-07,4.291536284255797e-06,1.206863092051612e-06,8.169337617706181e-08,1.2885564682286738e-06,8
MBK2,86,180,1.2053e-05,84.5859,84.5859,4.395666539952576e-07,4.291571249613421e-06,1.2080536948310006e-06,8.177727048898004e-08,1.2898309653199806e-06,8
BK,86,210,1.7562e-05,84.5898,84.5898,4.404969214130458e-07,4.2914634247345645e-06,1.210615038871765e-06,8.194563242246508e-08,1.29256067129423e-06,8
MBK,86,210,1.4006e-05,84.4688,84.4688,4.398841663124321e-07,4.291434654874535e-06,1.2089318699306913e-06,8.183077938952011e-08,1.2907626493202114e-06,8
MBK2,86,210,3.0689e-05,84.5859,84.5859,4.3963219454426043e-07,4.291591776183756e-06,1.2082366479767694e-06,8.178663454657453e-08,1.290023282523344e-06,8
BK,86,280,1.4426e-05,84.4609,84.4609,4.402856807137927e-07,4.291518692856772e-06,1.2100295888053047e-06,8.191123384354646e-08,1.2919408226488513e-06,8
MBK,86,280,1.2538e-05,84.5898,84.5898,4.397657086176943e-07,4.290288980961953e-06,1.208588480949402e-06,8.182657511876339e-08,1.2904150560681651e-06,8
MBK2,86,280,1.8023e-05,84.5625,84.5625,4.394090701196006e-07,4.29157112688071e-06,1.2076146072811553e-06,8.175395589660187e-08,1.2893685631777572e-06,8
BK,86,214,1.5458e-05,84.7148,84.7148,4.404093800767724e-07,4.289823397638954e-06,1.2104405297173395e-06,8.18632669362766e-08,1.292303796653616e-06,8
MBK,86,214,1.7866e-05,84.707,84.707,4.395817289353079e-07,4.291059194266013e-06,1.2080902854601542e-06,8.17849146176286e-08,1.2898752000777828e-06,8
MBK2,86,214,1.5549e-05,84.6523,84.6523,4.4001798273727577e-07,4.291582221974697e-06,1.209297776222229e-06,8.185753383979014e-08,1.2911553100620192e-06,8
BK,86,238,1.7095e-05,84.7188,84.7188,4.397295549881931e-07,4.291343671979074e-06,1.2085068556997512e-06,8.180211390708792e-08,1.2903089696068392e-06,8
MBK,86,238,1.5181e-05,84.5859,84.5859,4.396041464046159e-07,4.2912780265819485e-06,1.2081606520546808e-06,8.178032814043947e-08,1.2899409801951203e-06,8
MBK2,86,238,1.8026e-05,84.457,84.457,4.397157230587266e-07,4.291038955261153e-06,1.2084590064154732e-06,8.180937582930408e-08,1.290268382244777e-06,8
BK,86,266,1.545e-05,84.7109,84.7109,4.392600028150134e-07,4.288956730390725e-06,1.2072712182998658e-06,8.165993311422427e-08,1.28893115141409e-06,8
MBK,86,266,1.3905e-05,0.0,0.0,1.0159684234730434e-08,4.116383715655602e-06,2.81213058365716e-08,1.690499050634268e-09,2.981180488720586e-08,8
MBK2,86,266,1.7669e-05,84.5898,84.5898,4.397462404170669e-07,4.291586389173632e-06,1.208546260992686e-06,8.181166906789867e-08,1.2903579300605847e-06,8
BK,86,324,1.692e-05,84.7188,84.7188,4.400068749329986e-07,4.291523781701138e-06,1.2092724442481995e-06,8.1850271917574e-08,1.2911227161657735e-06,8
MBK,86,324,1.2915e-05,84.707,84.707,4.396607580977169e-07,4.290891922851346e-06,1.2083239025539822e-06,8.178319468868269e-08,1.290107097242665e-06,8
MBK2,86,324,1.8561e-05,84.5352,84.5352,4.398536787170945e-07,4.291466623379719e-06,1.2088502446810404e-06,8.18229441576553e-08,1.2906731888386955e-06,8
BK,86,238,1.3728e-05,84.4688,84.4688,4.400712906439873e-07,4.291253960168318e-06,1.2094582120577497e-06,8.185352067224966e-08,1.291311732729999e-06,8
MBK,86,238,1.2929e-05,84.5078,84.5078,4.400301623338271e-07,4.29157128008013e-06,1.2093287375238208e-06,8.186231142019552e-08,1.2911910489440165e-06,8
MBK2,86,238,1.8971e-05,84.5859,84.5859,4.395411458019619e-07,4.291611909449461e-06,1.2079776989089118e-06,8.177841710827734e-08,1.289756116017189e-06,8
BK,86,276,1.492e-05,84.7188,84.7188,4.398490007870212e-07,4.2907223225076604e-06,1.208827727370792e-06,8.18317349056012e-08,1.290659462276393e-06,8
MBK,86,276,1.2609e-05,84.5898,84.5898,4.396793024416424e-07,4.291592175569196e-06,1.208357678519355e-06,8.180383383603385e-08,1.2901615123553889e-06,8
MBK2,86,276,2.5021e-05,84.582,84.582,4.396689882404081e-07,4.29150148833215e-06,1.2083407905366683e-06,8.179045661089884e-08,1.2901312471475674e-06,8
BK,86,172,1.1118e-05,84.7148,84.7148,4.3972988062234043e-07,4.291336865037344e-06,1.2085068556997512e-06,8.1803069423169e-08,1.2903099251229202e-06,8
MBK,86,172,1.4681e-05,84.3711,84.3711,4.386876457894644e-07,4.291500325328707e-06,1.205647157298194e-06,8.160451318152203e-08,1.2872516704797162e-06,8
MBK2,86,172,1.0128e-05,84.582,84.582,4.3977745648861786e-07,4.291551526853684e-06,1.20863633023368e-06,8.181319789362838e-08,1.2904495281273085e-06,8
BK,86,284,1.4059e-05,84.5898,84.5898,4.3978944070468083e-07,4.291448815834498e-06,1.2086672915352717e-06,8.18174021643851e-08,1.2904846936996569e-06,8
MBK,86,284,1.2449e-05,84.7109,84.7109,4.399835456880782e-07,4.2914858509224905e-06,1.2092020776536731e-06,8.185218294973615e-08,1.2910542606034092e-06,8
MBK2,86,284,3.3811e-05,84.7109,84.7109,4.3982988150327853e-07,4.291603811744174e-06,1.2087714340951708e-06,8.18319260088174e-08,1.2906033601039882e-06,8
BK,86,172,1.2002e-05,84.4609,84.4609,4.400092427815969e-07,4.291656652673367e-06,1.2092583709292942e-06,8.18712932713576e-08,1.2911296642006518e-06,8
MBK,86,172,5.663e-06,84.3711,84.3711,4.398266428437186e-07,4.291562227116288e-06,1.2087686194313898e-06,8.182523739624989e-08,1.2905938568276396e-06,8
MBK2,86,172,1.3693e-05,84.5898,84.5898,4.4001395607549714e-07,4.291662704224992e-06,1.2092752589119807e-06,8.186823561989817e-08,1.291143494531879e-06,8
BK,86,168,1.0535e-05,84.5898,84.5898,4.398102356040761e-07,4.291322270458348e-06,1.2087263994746738e-06,8.181931319654724e-08,1.290545712671221e-06,8
MBK,86,168,6.02e-06,84.7109,84.7109,4.3907251012577785e-07,4.291431800040991e-06,1.2066998415523106e-06,8.16811455712241e-08,1.2883809871235349e-06,8
MBK2,86,168,1.2513e-05,84.582,84.582,4.395278413673964e-07,4.291511977406898e-06,1.2079495522711012e-06,8.176752422495309e-08,1.2897170764960545e-06,8
BK,86,416,5.3992e-05,84.7109,84.7109,4.395732382852987e-07,4.291405781370774e-06,1.208073397477468e-06,8.17768882825476e-08,1.2898502857600157e-06,8
MBK,86,416,5.4051e-05,84.5859,84.5859,4.393653906614428e-07,4.291414329257753e-06,1.2075076500574749e-06,8.173274343960204e-08,1.2892403934970768e-06,8
MBK2,86,416,6.9304e-05,84.582,84.582,4.39283566646191e-07,4.291654505666848e-06,1.2072627743085226e-06,8.173752102000739e-08,1.28900029532853e-06,8
BK,86,250,1.5864e-05,84.6992,84.6992,4.400668788220561e-07,4.291620017556557e-06,1.2094244360923767e-06,8.187435092281707e-08,1.2912987870151938e-06,8
MBK,86,250,1.0151e-05,84.4648,84.4648,4.3934109659516973e-07,4.291236999963921e-06,1.2074457274542915e-06,8.172337938200751e-08,1.2891691068362992e-06,8
MBK2,86,250,1.5903e-05,84.7109,84.7109,4.397036857969236e-07,4.29118107333054e-06,1.2084364891052248e-06,8.17965719138177e-08,1.2902330610190425e-06,8
BK,86,338,1.6685e-05,84.4648,84.4648,4.401732453298094e-07,4.2914998549055816e-06,1.209722790453169e-06,8.188811035438449e-08,1.2916109008075536e-06,8
MBK,86,338,1.3894e-05,84.4688,84.4688,4.399532357913157e-07,4.291309967936547e-06,1.2091232670678035e-06,8.184205447927678e-08,1.2909653215470805e-06,8
MBK2,86,338,1.9298e-05,84.7148,84.7148,4.396191562178368e-07,4.291604334207911e-06,1.2081972426838346e-06,8.178778116587183e-08,1.2899850238497063e-06,8
BK,86,210,1.5023e-05,84.582,84.582,4.396767029692878e-07,4.291556815760509e-06,1.2083464198642308e-06,8.180746479714194e-08,1.2901538846613726e-06,8
MBK,86,210,8.569e-06,84.5781,84.5781,4.398292479168973e-07,4.29160761335708e-06,1.2087686194313898e-06,8.183288152489846e-08,1.2906015009562885e-06,8
MBK2,86,210,1.7232e-05,84.4648,84.4648,4.395448998753335e-07,4.291538671480706e-06,1.207991772227817e-06,8.177535945681787e-08,1.289767131684635e-06,8
BK,86,220,2.2001e-05,84.7188,84.7188,4.3944930433606164e-07,4.291434460234179e-06,1.207741267151303e-06,8.17453562518722e-08,1.2894866234031752e-06,8
MBK,86,220,1.0407e-05,84.6328,84.6328,4.395634506995243e-07,4.291529985737637e-06,1.2080452508396574e-06,8.177631497289895e-08,1.2898215658125565e-06,8
MBK2,86,220,1.3987e-05,84.7031,84.7031,4.402977559777456e-07,4.289921667445207e-06,1.210139360692766e-06,8.183689469243897e-08,1.2919762553852052e-06,8
BK,86,306,1.7516e-05,84.7188,84.7188,4.39488175610487e-07,4.2915442761059016e-06,1.2078257070647346e-06,8.177497725038545e-08,1.28960068431512e-06,8
MBK,86,306,2.5104e-05,84.4727,84.4727,4.4033950315487466e-07,4.291534679887684e-06,1.2101703219943577e-06,8.192843313300577e-08,1.2920987551273634e-06,8
MBK2,86,306,2.1779e-05,84.5078,84.5078,4.393655265159259e-07,4.291575557286803e-06,1.2074963914023506e-06,8.174440073579113e-08,1.2892407921381418e-06,8
BK,86,302,1.7917e-05,84.5898,84.5898,4.399555803571765e-07,4.291402695608677e-06,1.2091232670678035e-06,8.184893419506048e-08,1.290972201262864e-06,8
MBK,86,302,1.5738e-05,0.0,0.0,1.0016631001750744e-08,4.109232734464707e-06,2.7732882234785297e-08,1.659158123175075e-09,2.939204035796037e-08,8
MBK2,86,302,1.9168e-05,84.5039,84.5039,4.3998726439762293e-07,4.2914622441713e-06,1.2092217803001404e-06,8.184339220179029e-08,1.2910651725019306e-06,8
BK,86,250,1.8287e-05,84.582,84.582,4.394094199159264e-07,4.291464620980833e-06,1.2076314952638415e-06,8.173809432965606e-08,1.2893695895934976e-06,8
MBK,86,250,2.4702e-05,84.6094,84.6094,4.398679954179289e-07,4.291656220552702e-06,1.208872761991289e-06,8.18424366857092e-08,1.290715198676998e-06,8
MBK2,86,250,2.9647e-05,84.457,84.457,4.387398102968072e-07,4.291500155752501e-06,1.205782261159685e-06,8.16224768838462e-08,1.2874047380435311e-06,8
BK,86,172,1.203e-05,84.5508,84.5508,4.400081653884987e-07,4.291566306359565e-06,1.2092640002568565e-06,8.186250252341173e-08,1.291126502780268e-06,8
MBK,86,172,5.686e-06,84.6719,84.6719,4.388027513734556e-07,4.291455281908206e-06,1.2059539556503296e-06,8.16354719025488e-08,1.2875894275528784e-06,8
MBK2,86,172,1.9479e-05,84.4648,84.4648,4.3976235738638884e-07,4.291643821221533e-06,1.2085828516218398e-06,8.182237084800667e-08,1.2904052224698465e-06,8
BK,86,182,1.0932e-05,84.707,84.707,4.398897793008556e-07,4.290880605970608e-06,1.2089403139220343e-06,8.183880572460111e-08,1.2907791196466357e-06,8
MBK,86,182,6.749e-06,84.457,84.457,4.4029547005844906e-07,4.290158508491033e-06,1.2101196580462986e-06,8.184988971114157e-08,1.2919695477574402e-06,8
MBK2,86,182,1.1676e-05,84.582,84.582,4.400901783039737e-07,4.291587800492591e-06,1.2094891733593413e-06,8.187798188392512e-08,1.2913671552432664e-06,8
BK,86,178,1.3555e-05,84.7148,84.7148,4.39713828779848e-07,4.291329986380293e-06,1.2084702650705974e-06,8.17925587462772e-08,1.2902628238168746e-06,8
MBK,86,178,8.092e-06,84.5859,84.5859,4.398310835492116e-07,4.291595573104714e-06,1.2087770634227329e-06,8.182982387343903e-08,1.290606887296172e-06,8
MBK2,86,178,1.33e-05,84.582,84.582,4.396190380452673e-07,4.291393431166064e-06,1.2082056866751778e-06,8.177899041792596e-08,1.2899846770931037e-06,8
BK,86,260,1.64e-05,84.5859,84.5859,4.3992731915513e-07,4.291216846921893e-06,1.209050085809496e-06,8.183918793103356e-08,1.2908892737405295e-06,8
MBK,86,260,2.1784e-05,84.707,84.707,4.393533115555478e-07,4.2914362579048885e-06,1.207471059428321e-06,8.17338900588993e-08,1.2892049494872205e-06,8
MBK2,86,260,1.7429e-05,84.5898,84.5898,4.400127661106532e-07,4.29140161641126e-06,1.2092780735757615e-06,8.18619292137631e-08,1.2911400027895246e-06,8
BK,86,222,1.4412e-05,84.7148,84.7148,4.394382672594381e-07,4.291016967502759e-06,1.2077046765221491e-06,8.174956052262894e-08,1.289454237044778e-06,8
MBK,86,222,1.0117e-05,84.7148,84.7148,4.392902876701565e-07,4.291400301236256e-06,1.2073021796014576e-06,8.171783738873728e-08,1.289020016990195e-06,8
MBK2,86,222,1.4205e-05,84.4609,84.4609,4.3997044223482507e-07,4.291338084440553e-06,1.209162672360738e-06,8.185313846581724e-08,1.2910158108265553e-06,8
BK,86,176,1.1903e-05,84.4648,84.4648,4.387434750811707e-07,4.291636086659191e-06,1.205779446495904e-06,8.163604521219744e-08,1.2874154917081017e-06,8
MBK,86,176,6.698e-06,84.5859,84.5859,4.3962812691783093e-07,4.291462177794766e-06,1.2082310186492071e-06,8.178032814043947e-08,1.290011346789647e-06,8
MBK2,86,176,1.9807e-05,84.5781,84.5781,4.393876239519104e-07,4.2913316909929465e-06,1.2075554993417527e-06,8.175013383227756e-08,1.2893056331740302e-06,8
BK,86,172,1.1992e-05,84.707,84.707,4.401249828314105e-07,4.291428329636409e-06,1.2095989452468024e-06,8.187033775527652e-08,1.291469283002079e-06,8
MBK,86,172,5.631e-06,84.5781,84.5781,4.395975025885692e-07,4.291532786897915e-06,1.2081296907530892e-06,8.179179433341234e-08,1.2899214850865016e-06,8
MBK2,86,172,1.0253e-05,84.5898,84.5898,4.401121416443574e-07,4.290106339411865e-06,1.209621462557051e-06,8.181014024216895e-08,1.29143160279922e-06,8
BK,86,248,1.479e-05,84.7109,84.7109,4.395563156318446e-07,4.291540240923257e-06,1.2080199188656278e-06,8.178071034687189e-08,1.2898006292124998e-06,8
MBK,86,248,1.1258e-05,84.5859,84.5859,4.398392783280762e-07,4.291386019294663e-06,1.2087995807329814e-06,8.183135269916875e-08,1.29063093343215e-06,8
MBK2,86,248,2.2768e-05,84.4648,84.4648,4.39227038641274e-07,4.29147209778479e-06,1.2071276704470316e-06,8.170675340219686e-08,1.2888344238492283e-06,8
BK,86,168,1.1683e-05,84.7109,84.7109,4.399205589253957e-07,4.289724295821133e-06,1.2090894911024303e-06,8.177994593400705e-08,1.2908694370364374e-06,8
MBK,86,168,5.711e-06,84.582,84.582,4.400555458742877e-07,4.2915893235740055e-06,1.2093934747907851e-06,8.187205768422248e-08,1.2912655324750075e-06,8
MBK2,86,168,1.1289e-05,84.5859,84.5859,4.396783729841164e-07,4.291503207951158e-06,1.208360493183136e-06,8.179829184276362e-08,1.2901587850258996e-06,8
BK,86,226,1.274e-05,84.457,84.457,4.389849605503572e-07,4.291626170608594e-06,1.2064437071482342e-06,8.168038115835922e-08,1.2881240883065937e-06,8
MBK,86,226,1.0523e-05,84.5898,84.5898,4.393951972254831e-07,4.291565545827753e-06,1.2075836459795637e-06,8.17442096325749e-08,1.2893278556121384e-06,8
MBK2,86,226,2.3604e-05,84.6797,84.6797,4.397274588485609e-07,4.291492963797655e-06,1.208498411708408e-06,8.18044071456825e-08,1.2903028188540904e-06,8
BK,86,264,1.4929e-05,84.5898,84.5898,4.3973651235729787e-07,4.291321706223348e-06,1.2085293730099995e-06,8.180001177170955e-08,1.2903293847817094e-06,8
MBK,86,264,1.0876e-05,84.7109,84.7109,4.398336476577394e-07,4.2914408918470985e-06,1.2087939514054191e-06,8.182045981584453e-08,1.290614411221264e-06,8
MBK2,86,264,1.5768e-05,84.5898,84.5898,4.400870047712433e-07,4.290629126118459e-06,1.20948635869556e-06,8.187148437457381e-08,1.2913578430701338e-06,8
BK,86,244,1.5682e-05,84.5938,84.5938,4.3997363992973413e-07,4.291429151128897e-06,1.2091823750072056e-06,8.184281889214166e-08,1.2910251938993472e-06,8
MBK,86,244,1.1234e-05,84.582,84.582,4.4005193413566434e-07,4.291484252146551e-06,1.209387845463223e-06,8.186708900060088e-08,1.2912549344638238e-06,8
MBK2,86,244,1.5425e-05,0.0,0.0,1.0222199186575333e-08,4.077121618205559e-06,2.8298629654778377e-08,1.696614353553135e-09,2.999524400833151e-08,8
BK,86,346,2.1787e-05,84.5898,84.5898,4.391993514996035e-07,4.291541479033549e-06,1.207046045197381e-06,8.170713560862928e-08,1.2887531808060103e-06,8
MBK,86,346,3.1464e-05,84.7109,84.7109,4.393208403923235e-07,4.291558832557111e-06,1.2073838048511082e-06,8.17258637238183e-08,1.2891096685749266e-06,8
MBK2,86,346,2.9364e-05,84.7188,84.7188,4.397549980546591e-07,4.291462165711528e-06,1.2085828516218398e-06,8.180077618457442e-08,1.2903836278064143e-06,8
BK,86,326,2.2802e-05,84.5742,84.5742,4.395665944692521e-07,4.2913608971748895e-06,1.2080424361758763e-06,8.17883544755205e-08,1.2898307906513967e-06,8
MBK,86,326,1.9896e-05,84.5781,84.5781,4.394703653435989e-07,4.2909807533646935e-06,1.2077891164355808e-06,8.175930678665585e-08,1.2895484232222366e-06,8
MBK2,86,326,2.7057e-05,0.0,0.0,1.0082715848127033e-08,4.119420944151822e-06,2.7901762061648905e-08,1.684192644499186e-09,2.9585954706148088e-08,8
BK,86,238,1.4296e-05,84.5938,84.5938,4.401810139838703e-07,4.291236449771064e-06,1.2097509370909797e-06,8.188275946433048e-08,1.29163369655531e-06,8
MBK,86,238,1.0919e-05,84.4648,84.4648,4.399606900128775e-07,4.2908338591410375e-06,1.2091288963953655e-06,8.185829825265501e-08,1.2909871946480206e-06,8
MBK2,86,238,1.2975e-05,84.4688,84.4688,4.396801611715148e-07,4.291460741780411e-06,1.2083661225106985e-06,8.17979096363312e-08,1.2901640321470294e-06,8
BK,86,196,1.4351e-05,84.5352,84.5352,4.39653663994688e-07,4.2912820070548026e-06,1.2082816825972664e-06,8.180459824889872e-08,1.290086280846165e-06,8
MBK,86,196,1.2671e-05,84.5859,84.5859,4.3987430151873893e-07,4.290739607517542e-06,1.2088952793015377e-06,8.18384235181687e-08,1.2907337028197062e-06,8
MBK2,86,196,2.3611e-05,84.7148,84.7148,4.399653502610376e-07,4.291488012756384e-06,1.209154228369395e-06,8.184664095646592e-08,1.291000869325861e-06,8
BK,86,366,1.5683e-05,84.7148,84.7148,4.398203152190533e-07,4.2897740340359214e-06,1.20882209804323e-06,8.175319148373699e-08,1.290575289526967e-06,8
MBK,86,366,1.4623e-05,84.5195,84.5195,4.393714241738457e-07,4.291573198524632e-06,1.2075217233763802e-06,8.17363744007101e-08,1.2892580977770905e-06,8
MBK2,86,366,2.0177e-05,84.707,84.707,4.392817198122285e-07,4.291536501227053e-06,1.207276847627428e-06,8.17180284919535e-08,1.2889948761193816e-06,8
BK,86,194,1.4012e-05,84.5859,84.5859,4.396358183639731e-07,4.291547246301349e-06,1.2082507212956746e-06,8.178319468868269e-08,1.2900339159843571e-06,8
MBK,86,194,7.608e-06,84.5938,84.5938,4.402747208450877e-07,4.291501622669224e-06,1.210001442167494e-06,8.190722067600594e-08,1.2919086628435e-06,8
MBK2,86,194,1.396e-05,84.5859,84.5859,4.401046494206456e-07,4.290970714064975e-06,1.209528578652276e-06,8.188103953538455e-08,1.2914096181876606e-06,8
BK,86,198,1.4854e-05,84.5859,84.5859,4.3905444495239604e-07,4.291385234692266e-06,1.2066519922680327e-06,8.167598578438629e-08,1.288327978052419e-06,8
MBK,86,198,1.9706e-05,84.5898,84.5898,4.392075165154654e-07,4.29054174938951e-06,1.2070629331800675e-06,8.171420642762922e-08,1.2887771396076966e-06,8
MBK2,86,198,1.3685e-05,84.4609,84.4609,4.3944726684299373e-07,4.29076520855519e-06,1.2077131205134924e-06,8.176752422495309e-08,1.2894806447384454e-06,8
BK,86,276,1.4493e-05,84.3359,84.3359,4.394858310446262e-07,4.291551355546449e-06,1.2078257070647346e-06,8.176809753460172e-08,1.2895938045993362e-06,8
MBK,86,276,1.2434e-05,84.4648,84.4648,4.398656982969842e-07,4.291563927707878e-06,1.20887557665507e-06,8.183288152489846e-08,1.2907084581799684e-06,8
MBK2,86,276,2.417e-05,84.5898,84.5898,4.4029124713674093e-07,4.2914532748129806e-06,1.2100661794344583e-06,8.189097690262771e-08,1.2919571563370862e-06,8
BK,86,304,1.7832e-05,84.582,84.582,4.399397118140832e-07,4.291577263937446e-06,1.2090782324473065e-06,8.18474053693308e-08,1.290925637816637e-06,8
MBK,86,304,1.4818e-05,84.582,84.582,4.393714660179376e-07,4.291223844108948e-06,1.2075357966952854e-06,8.172242386592646e-08,1.2892582205612118e-06,8
MBK2,86,304,1.6728e-05,84.5859,84.5859,4.398922959644672e-07,4.291434112363116e-06,1.2089543872409398e-06,8.183211711203362e-08,1.2907865043529734e-06,8
BK,86,196,1.1764e-05,84.4766,84.4766,4.391637896123917e-07,4.291363949543282e-06,1.206953161292606e-06,8.16956694156564e-08,1.2886488307082626e-06,8
MBK,86,196,9.309e-06,84.7109,84.7109,4.38637766321977e-07,4.291532861757251e-06,1.205500794781579e-06,8.160451318152203e-08,1.287105307963101e-06,8
MBK2,86,196,1.1224e-05,84.5859,84.5859,4.396386011357269e-07,4.291504495888772e-06,1.208253535959456e-06,8.17885455787367e-08,1.2900420815381925e-06,8
BK,86,240,1.5076e-05,84.5859,84.5859,4.397008732621672e-07,4.291513100977102e-06,1.2084280451138816e-06,8.179676301703391e-08,1.2902248081309154e-06,8
MBK,86,240,1.0993e-05,84.7109,84.7109,4.396823996458951e-07,4.291382726986746e-06,1.2083830104933846e-06,8.178759006265562e-08,1.29017060055604e-06,8
MBK2,86,240,1.5301e-05,84.4688,84.4688,4.3990632327442203e-07,4.291271522248739e-06,1.2090022365252177e-06,8.18254284994661e-08,1.2908276650246837e-06,8
BK,86,168,1.0051e-05,84.5898,84.5898,4.403601565989629e-07,4.2914667307875565e-06,1.2102519472440083e-06,8.190741177922219e-08,1.2921593590232309e-06,8
MBK,86,168,6.289e-06,84.5391,84.5391,4.3939161524986244e-07,4.29135068728728e-06,1.2075836459795637e-06,8.173369895568309e-08,1.2893173449352469e-06,8
MBK2,86,168,1.2999e-05,84.4648,84.4648,4.399839541309684e-07,4.291619575372813e-06,1.209199262989892e-06,8.185619611727667e-08,1.2910554591071686e-06,8
BK,86,230,1.8096e-05,84.457,84.457,4.392680897435155e-07,4.291363361035807e-06,1.2072487009896173e-06,8.170618009254819e-08,1.2889548810821656e-06,8
MBK,86,230,1.6436e-05,84.5898,84.5898,4.398874998618242e-07,4.291477158262795e-06,1.2089403139220343e-06,8.183211711203362e-08,1.290772431034068e-06,8
MBK2,86,230,2.9809e-05,84.5859,84.5859,4.401700364332522e-07,4.291388767612561e-06,1.20972560511695e-06,8.187587974854675e-08,1.291601484865497e-06,8
BK,86,202,1.1475e-05,84.707,84.707,4.398483792817293e-07,4.291175353066214e-06,1.2088333566983542e-06,8.182428188016884e-08,1.290657638578523e-06,8
MBK,86,202,8.488e-06,84.4648,84.4648,4.397515454532564e-07,4.291518337096664e-06,1.2085518903202485e-06,8.182160643514183e-08,1.29037349675539e-06,8
MBK2,86,202,1.057e-05,84.5898,84.5898,4.395415188810254e-07,4.291585581218685e-06,1.207980513572693e-06,8.177669717933138e-08,1.2897572107520244e-06,8
BK,86,200,1.4304e-05,84.7109,84.7109,4.397638022577264e-07,4.29147818984563e-06,1.2085912956131829e-06,8.181816657724994e-08,1.2904094621904329e-06,8
