PV(kW),Load(kW),nScenarios,sol(keuro),time(sec),memAvg(MB),memPeak(MB),gpuAvg(MB),gpuPeak(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),gpuEnergy(kW),ramEnergy(kW),totEnergy(kW),country,region,cpuCount
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",39,328.87,66.61,569.23,640.25,-1,-1,1.684706478786416e-06,3.0045338929130634e-08,0.0006619617728723,0,4.6726291179656985e-05,0.0007086880640519,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",40,327.88,68.12,573.17,645.07,-1,-1,1.7212273751292623e-06,3.0045341099737575e-08,0.0006763116718994,0,4.77392601966858e-05,0.0007240509320961,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",41,326.98,70.39,577.21,649.94,-1,-1,1.769122704223556e-06,3.004533648950805e-08,0.0006951309445831,0,4.9067620635032654e-05,0.0007441985652181,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",42,326.02,71.98,580.98,655.31,-1,-1,1.8168593865236328e-06,3.004532975740457e-08,0.0007138878696494,0,5.039159238338471e-05,0.0007642794620328,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",43,325.13,73.7,583.67,660.0,-1,-1,1.8597486781978457e-06,3.004531040871525e-08,0.0007307401004764,0,5.1581156651178994e-05,0.0007823212571276,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",44,324.16,75.84,586.78,664.96,-1,-1,1.904963722858879e-06,3.004532895243148e-08,0.0007485062104132,0,5.283519228299459e-05,0.0008013414026962,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",45,323.27,77.49,592.21,670.45,-1,-1,1.941515980173803e-06,3.0045317425643685e-08,0.0007628684714436,0,5.384899159272512e-05,0.0008167174630363,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",46,322.26,79.55,596.15,676.44,-1,-1,1.990207054752448e-06,3.0045333306517585e-08,0.0007820002843936,0,5.5199549794197085e-05,0.0008371998341878,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",47,321.28,81.22,599.84,680.35,-1,-1,2.0325426905113124e-06,3.0045290652894824e-08,0.0007986351387368,0,5.637358983357747e-05,0.0008550087285704,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",48,320.36,83.15,602.14,686.3,-1,-1,2.07546114714803e-06,3.0045329541717735e-08,0.0008154986929562,0,5.756409923235577e-05,0.0008730627921885,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",49,319.34,85.43,605.31,691.88,-1,-1,2.121124489723429e-06,3.004533645591716e-08,0.0008334409361084,0,5.8830582499504094e-05,0.0008922715186079,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",50,318.43,87.32,610.48,697.35,-1,-1,2.1594197976973573e-06,3.0045339761692274e-08,0.0008484880386127,0,5.989277144273122e-05,0.0009083808100554,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",51,317.37,89.1,614.59,701.89,-1,-1,2.204959943639752e-06,3.0045337890300615e-08,0.0008663818639185,0,6.115584870179494e-05,0.0009275377126203,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",52,316.52,90.95,616.17,706.97,-1,-1,2.245534965543569e-06,3.0045338088452194e-08,0.0008823247894644,0,6.228119830290477e-05,0.0009446059877673,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",53,315.55,92.78,621.35,712.81,-1,-1,2.2973948801263653e-06,3.0045327931778075e-08,0.0009027018659644,0,6.37194961309433e-05,0.0009664213620954,Canada,quebec,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.9  21.2  30.9  26.8  43.6  58.9  63.  118.5 138.5
 263.2 299.1 275.  304.8 402.  538.7 582.  474.5 552.4 552.7 280.  750.6
 745.7 796.9 689.6 661.2 675.8 680.7 682.2 799.7 393.1 725.  679.2 433.5
 566.6 419.  671.6 536.7 603.9 694.5 653.2 698.1 664.7 663.2 684.7 666.4
 431.9 330.9 591.1 528.4 509.6 478.4 325.9 256.  156.9 106.3 114.7 153.6
 285.9 242.8  91.5  73.6  66.5  33.   32.7  13.4  26.2  20.7  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 133.6 102.4  88.2 131.  113.3 150.  135.3  96.4  87.5 100.6
 125.9  76.7 113.1  98.9  93.5  99.5  85.1 116.6 113.  107.  112.1 100.2
 155.  181.1 188.8 210.1 251.1 342.5 390.  414.2 444.7 338.1 265.9 347.4
 318.1 381.1 296.8 274.8 334.6 414.1 287.  268.7 291.7 350.2 342.1 300.
 354.7 311.7 244.6 245.2 249.2 236.9 272.1 261.  285.2 302.5 337.8 377.
 412.9 344.3 317.1 359.6 400.1 475.8 365.  410.3 473.6 460.3 574.8 583.
 510.2 562.8 583.6 454.9 448.6 527.8 556.2 465.  452.2 558.5 453.  449.6
 728.1 707.8 602.8 565.1 582.7 680.7 553.7 430.  414.8 367.  323.  239.1]",54,314.6,95.07,623.36,716.95,-1,-1,2.340164526000992e-06,3.004533029672112e-08,0.0009195070637596,0,6.490576326847077e-05,0.0009844128270281,Canada,quebec,8
