PV(kW),Load(kW),nTraces,sol(keuro),time(sec),memAvg(MB),memPeak(MB),gpuAvg(MB),gpuPeak(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),gpuEnergy(kW),ramEnergy(kW),totEnergy(kW),country,region,cpuCount
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",81,418.6,110.74,518.72,549.05,-1,-1,2.079736211095869e-05,4.307216066875337e-06,5.7002590596675874e-05,0,4.02360737323761e-06,6.102619796991349e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",82,418.6,110.07,524.23,554.17,-1,-1,1.1854189302248954e-05,4.3071967162074405e-06,3.2490671674410504e-05,0,2.2933600346247355e-06,3.478403170903524e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",83,419.54,113.29,530.41,559.8,-1,-1,1.9267040051520467e-05,4.307207518572648e-06,5.280821240610547e-05,0,3.727524876594544e-06,5.6535737282700014e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",84,419.54,113.73,536.06,565.53,-1,-1,1.2161766468105912e-05,4.3071987130490524e-06,3.33336944381396e-05,0,2.352868318557739e-06,3.568656275669734e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",85,419.54,116.94,541.69,570.76,-1,-1,1.7116964028659465e-05,4.307216631314769e-06,4.691514521837235e-05,0,3.3115724722544354e-06,5.022671769062679e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",86,419.54,117.59,547.54,578.56,-1,-1,1.2578472426905036e-05,4.307200401644793e-06,3.447582307789061e-05,0,2.4334899584452317e-06,3.690931303633584e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",87,419.54,121.46,553.1,584.18,-1,-1,1.8087404040677544e-05,4.307218872386212e-06,4.957497715950012e-05,0,3.4993259112040204e-06,5.307430307070414e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",88,419.54,121.5,558.74,589.23,-1,-1,1.2587757399498223e-05,4.307214669065225e-06,3.4501242306497363e-05,0,2.4353158473968504e-06,3.693655815389421e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",89,418.6,123.81,564.04,595.17,-1,-1,1.404872913505733e-05,4.307198727509232e-06,3.8505588471889495e-05,0,2.717934052149455e-06,4.122352252403895e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",90,364.0,125.25,569.21,602.77,-1,-1,1.299669369458556e-05,4.307212392759371e-06,3.562208082940843e-05,0,2.5144288937250777e-06,3.813650972313351e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",91,364.71,129.2,574.94,607.86,-1,-1,1.7886324819261435e-05,4.307213462378281e-06,4.902386880583234e-05,0,3.4604026873906453e-06,5.2484271493222985e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",92,364.71,129.42,580.27,611.88,-1,-1,1.321352523552239e-05,4.307209903218124e-06,3.6216388642787935e-05,0,2.556375066439311e-06,3.877276370922725e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",93,364.0,131.2,586.34,619.55,-1,-1,1.3256665569409133e-05,4.307201390422916e-06,3.6334652370876735e-05,0,2.564699053764343e-06,3.889935142464108e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",94,364.0,133.47,591.29,626.49,-1,-1,1.4400186374387744e-05,4.3071751674869485e-06,3.946892122427623e-05,0,2.7858906984329226e-06,4.225481192270915e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",95,364.71,135.05,597.17,629.72,-1,-1,1.4011691113904714e-05,4.307201180805541e-06,3.8404071993298e-05,0,2.710768977801005e-06,4.1114840971099006e-05,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  21.2  30.9  26.8  39.1  57.   60.8 118.5 126.8
 250.3 299.1 275.  304.8 402.  584.3 582.  464.6 591.1 576.7 318.8 719.9
 745.7 796.9 689.6 751.4 675.8 718.1 675.1 698.9 393.1 747.4 679.2 433.5
 566.6 419.  742.  536.7 603.9 694.5 653.2 698.1 664.7 678.1 680.4 679.9
 431.9 330.9 591.1 543.3 530.3 503.8 325.9 275.8 159.6  96.5 114.7 153.6
 285.9 231.6  91.5  73.6  61.   33.   34.1  13.4  22.1  24.8  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.  135.3 145.5 102.4  88.2 132.2 137.  119.7 135.3  92.8  87.5  94.4
 108.6 100.7 100.9  98.9  84.7 111.4  85.1 106.5 113.   84.3 112.1  86.9
 155.  179.2 188.8 210.1 269.3 342.5 390.  379.  319.3 459.4 311.  249.
 298.6 381.1 317.4 265.6 334.6 414.1 287.  268.7 291.7 276.7 317.7 300.
 307.7 359.9 244.6 245.2 249.2 236.9 287.9 261.  285.2 302.5 337.8 377.
 329.  344.3 304.1 359.6 400.1 398.6 365.  410.3 619.1 460.3 607.7 583.
 510.2 639.8 583.6 454.9 448.6 584.9 652.5 465.  603.8 551.6 572.5 449.6
 728.1 659.7 602.8 565.1 582.7 681.  423.6 430.  402.4 367.  323.  239.1]",96,364.71,140.46,602.26,634.27,-1,-1,2.3003656480393405e-05,4.307223408813501e-06,6.304972966512044e-05,0,4.4504507382710775e-06,6.750018040339151e-05,Italy,emilia-romagna,8
